skill_name,category,owner,run_id,harness,model,axis,pass_rate_gain,efficiency_score,valid_scenarios,invalid_scenarios,total_items,wi_passed,wo_passed,wi_time_s,wo_time_s,wi_skill_matched,wo_skill_matched,security_score,total_deduction,findings_H,findings_M,findings_L,overall_severity,dynamic_total,dynamic_passed,dynamic_failed,dynamic_error
carrier-relationship-management,business-and-financial-operations-occupations,anon-502,utility_codex_gpt51,codex,gpt-5.1,utility,0.7778,0.0,3,0,20,20,4,228.15,100.57,3,3,,,,,,,0,0,0,0
carrier-relationship-management,business-and-financial-operations-occupations,anon-502,utility_codex_gpt54,codex,gpt-5.4,utility,0.0952,0.0294,3,0,20,19,17,610.76,556.05,3,3,,,,,,,0,0,0,0
carrier-relationship-management,business-and-financial-operations-occupations,anon-502,utility_opencode_claude46,opencode,claude-4.6,utility,0.1905,0.107,3,0,20,20,16,671.5,678.53,3,3,,,,,,,0,0,0,0
carrier-relationship-management,business-and-financial-operations-occupations,anon-502,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1587,0.0894,3,0,20,18,15,402.5,447.81,3,3,,,,,,,0,0,0,0
ceramic-artist,production-occupations,anon-458,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
ceramic-artist,production-occupations,anon-458,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_cc_claude4,cc,claude-4,utility,0.0,0.0,3,0,20,18,20,289.22,279.32,3,3,,,,,,,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0278,3,0,20,20,20,767.59,625.1,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_codex_gpt51,codex,gpt-5.1,utility,0.381,0.3311,3,0,20,20,13,160.2,149.81,3,3,,,,,,,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.2816,3,0,20,18,19,603.33,587.15,3,3,,,,,,,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0285,3,0,20,20,20,625.47,596.41,3,3,,,,,,,0,0,0,0
ceramic-artist,production-occupations,anon-458,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0952,0.0065,3,0,20,20,18,446.27,341.06,3,3,,,,,,,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.1032,0.0,3,0,19,19,17,311.27,237.78,3,3,,,,,,,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0556,0.3281,3,0,19,19,18,460.52,513.62,3,3,98.2,1.8,0,0,1,L,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.0556,0.296,3,0,19,19,18,89.43,101.57,3,3,,,,,,,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.0556,0.1772,3,0,19,19,18,390.15,380.49,3,3,,,,,,,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.1032,0.0833,3,0,19,19,17,312.3,278.97,3,3,,,,,,,0,0,0,0
chef,food-preparation-and-serving-related-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.2699,0.0011,3,0,19,19,14,425.4,201.91,3,3,,,,,,,0,0,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,93.5,6.48,1,0,0,H,1,1,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,91.8,8.19,1,0,0,H,1,0,1,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.4286,0.0,3,0,21,13,8,287.56,205.15,3,3,,,,,,,0,0,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.4286,0.0,3,0,21,21,12,466.41,292.94,3,3,95.5,4.5,1,0,0,H,1,1,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.6667,0.0,3,0,21,21,7,118.37,92.36,3,3,,,,,,,0,0,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.7143,0.1667,3,0,21,21,6,383.89,286.96,3,3,,,,,,,0,0,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.4762,0.0,3,0,21,20,10,337.64,241.5,3,3,,,,,,,0,0,0,0
cjl-relationship,community-and-social-service-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.5714,0.0805,3,0,21,20,8,270.95,198.47,3,3,,,,,,,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.0,0.0564,3,0,18,18,18,443.03,396.61,3,3,,,,,,,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.036,3,0,18,18,18,929.68,707.79,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.4747,3,0,18,18,18,161.43,173.87,3,3,,,,,,,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.1626,3,0,18,18,18,798.52,747.63,3,3,,,,,,,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0582,3,0,18,18,18,667.93,664.83,3,3,,,,,,,0,0,0,0
claude-scientific-skills,life-physical-and-social-science-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0,3,0,18,18,18,632.37,459.44,3,3,,,,,,,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_cc_claude4,cc,claude-4,utility,0.2222,0.0178,3,0,18,17,13,333.95,274.39,3,3,,,,,,,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1111,0.3325,3,0,18,16,16,206.79,286.92,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_codex_gpt51,codex,gpt-5.1,utility,0.5556,0.225,3,0,18,16,6,68.94,54.48,3,3,,,,,,,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_codex_gpt54,codex,gpt-5.4,utility,0.2778,0.1867,3,0,18,18,13,211.06,190.8,3,3,,,,,,,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_opencode_claude46,opencode,claude-4.6,utility,0.2778,0.0,3,0,18,18,13,237.4,225.8,3,3,,,,,,,0,0,0,0
clean,building-and-grounds-cleaning-and-maintenance-occupations,anon-909,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.5555,0.0748,3,0,18,17,7,240.47,157.73,3,3,,,,,,,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_cc_claude4,cc,claude-4,utility,0.0476,0.0,3,0,21,14,20,324.6,252.19,3,3,,,,,,,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0,3,0,21,21,21,479.25,431.02,3,3,100.0,0.0,0,0,0,L,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.3314,3,0,21,21,21,351.13,135.65,3,3,,,,,,,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.3545,3,0,21,21,21,565.44,460.19,3,3,,,,,,,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0,3,0,21,21,21,523.58,460.17,3,3,,,,,,,0,0,0,0
cleaning-staff,building-and-grounds-cleaning-and-maintenance-occupations,anon-458,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0,3,0,21,21,21,372.29,249.91,3,3,,,,,,,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,90.7,9.3,0,0,4,L,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,90.7,9.3,0,0,4,L,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.254,0.0705,3,0,19,17,12,387.83,337.73,3,3,,,,,,,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0556,0.0116,3,0,19,19,18,790.45,565.18,3,3,90.7,9.3,0,0,4,L,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.1667,0.0806,3,0,19,12,9,178.93,175.96,3,3,,,,,,,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.0556,0.093,3,0,19,19,18,449.78,470.74,3,3,,,,,,,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.0556,0.0852,3,0,19,19,18,595.62,577.08,3,3,,,,,,,0,0,0,0
cognitive-flexibility,community-and-social-service-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0556,0.206,3,0,19,19,18,445.02,393.06,3,3,,,,,,,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.2222,0.0026,3,0,19,13,10,245.65,193.18,3,3,,,,,,,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.4286,0.0656,3,0,19,17,9,301.54,290.64,3,3,100.0,0.0,0,0,0,L,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.5873,0.2929,3,0,19,16,5,102.9,139.4,3,3,,,,,,,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.1032,0.6785,3,0,19,16,15,273.85,431.61,3,3,,,,,,,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.2063,0.1147,3,0,19,16,12,269.36,276.84,3,3,,,,,,,0,0,0,0
cold-chain-risk-calculator,architecture-and-engineering-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.4286,0.0,3,0,19,15,7,374.08,202.83,3,3,,,,,,,0,0,0,0
competitive-landscape,management-occupations,anon-118,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
competitive-landscape,management-occupations,anon-118,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_cc_claude4,cc,claude-4,utility,0.7143,0.0,3,0,21,21,6,333.56,253.26,3,3,,,,,,,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.4286,0.0,3,0,21,21,12,606.23,499.93,3,3,100.0,0.0,0,0,0,L,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_codex_gpt51,codex,gpt-5.1,utility,0.4286,0.0173,3,0,21,18,9,134.92,123.16,3,3,,,,,,,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_codex_gpt54,codex,gpt-5.4,utility,0.7619,0.1444,3,0,21,21,5,702.62,725.5,3,3,,,,,,,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_opencode_claude46,opencode,claude-4.6,utility,0.381,0.1849,3,0,21,21,13,588.65,723.25,3,3,,,,,,,0,0,0,0
competitive-landscape,management-occupations,anon-118,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.5238,0.0,3,0,21,21,10,538.77,257.8,3,3,,,,,,,0,0,0,0
compliance,legal-occupations,anon-587,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
compliance,legal-occupations,anon-587,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
compliance,legal-occupations,anon-587,utility_cc_claude4,cc,claude-4,utility,0.2381,0.0434,3,0,21,20,15,261.35,254.8,3,3,,,,,,,0,0,0,0
compliance,legal-occupations,anon-587,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0,3,0,21,21,21,556.24,506.88,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
compliance,legal-occupations,anon-587,utility_codex_gpt51,codex,gpt-5.1,utility,0.1429,0.3266,3,0,21,21,18,149.36,145.49,3,3,,,,,,,0,0,0,0
compliance,legal-occupations,anon-587,utility_codex_gpt54,codex,gpt-5.4,utility,0.0952,0.3652,3,0,21,21,19,611.88,614.56,3,3,,,,,,,0,0,0,0
compliance,legal-occupations,anon-587,utility_opencode_claude46,opencode,claude-4.6,utility,0.0476,0.0618,3,0,21,21,20,466.27,471.22,3,3,,,,,,,0,0,0,0
compliance,legal-occupations,anon-587,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0,3,0,21,19,19,393.34,279.92,3,3,,,,,,,0,0,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,99.4,0.6,0,1,0,M,1,1,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.2,1.8,0,1,0,M,1,1,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.2381,0.0,3,0,21,20,15,364.55,235.38,3,3,,,,,,,0,0,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1905,0.0,3,0,21,21,17,460.34,377.81,3,3,98.0,2.0,0,1,0,M,1,1,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.1905,0.0372,3,0,21,13,16,126.51,147.22,3,3,,,,,,,0,0,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.2381,0.2884,3,0,21,21,16,390.29,433.58,3,3,,,,,,,0,0,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.1905,0.0,3,0,21,21,17,468.88,365.55,3,3,,,,,,,0,0,0,0
construction-safety-inspector,construction-and-extraction-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0953,0.1517,3,0,21,19,17,293.45,218.06,3,3,,,,,,,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_cc_claude4,cc,claude-4,utility,0.1429,0.0,3,0,21,21,18,265.76,200.97,3,3,,,,,,,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0952,0.0,3,0,21,20,18,214.65,156.43,3,3,100.0,0.0,0,0,0,L,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_codex_gpt51,codex,gpt-5.1,utility,0.3334,0.0285,3,0,21,21,14,75.01,67.11,3,3,,,,,,,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_codex_gpt54,codex,gpt-5.4,utility,0.1905,0.1667,3,0,21,21,17,273.39,177.64,3,3,,,,,,,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_opencode_claude46,opencode,claude-4.6,utility,0.1429,0.0,3,0,21,21,18,178.83,161.34,3,3,,,,,,,0,0,0,0
content-creator,arts-design-entertainment-sports-and-media-occupations,anon-240,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.3333,0.1667,3,0,21,21,14,219.35,138.9,3,3,,,,,,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_cc_claude4,cc,claude-4,utility,0.0952,0.0,3,0,20,13,13,185.74,175.59,3,3,,,,,,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.2063,0.0,3,0,20,20,16,418.63,243.28,3,3,100.0,0.0,0,0,0,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_codex_gpt51,codex,gpt-5.1,utility,0.3492,0.3151,3,0,20,19,12,48.75,62.45,3,3,,,,,,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_codex_gpt54,codex,gpt-5.4,utility,0.4048,0.0,3,0,20,19,11,287.25,176.9,3,3,,,,,,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_opencode_claude46,opencode,claude-4.6,utility,0.2063,0.0,3,0,20,20,16,280.25,222.17,3,3,,,,,,,0,0,0,0
content-engine,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.2064,0.0,3,0,20,20,16,227.59,130.18,3,3,,,,,,,0,0,0,0
council,management-occupations,anon-502,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
council,management-occupations,anon-502,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
council,management-occupations,anon-502,utility_cc_claude4,cc,claude-4,utility,,,0,3,18,12,7,370.19,197.45,0,0,,,,,,,0,0,0,0
council,management-occupations,anon-502,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,,,0,3,18,18,14,445.63,298.83,0,0,100.0,0.0,0,0,0,N/A,0,0,0,0
council,management-occupations,anon-502,utility_codex_gpt51,codex,gpt-5.1,utility,0.5,0.1667,3,0,18,18,9,162.7,81.44,3,3,,,,,,,0,0,0,0
council,management-occupations,anon-502,utility_codex_gpt54,codex,gpt-5.4,utility,0.3889,0.0,3,0,18,17,10,488.43,208.06,3,3,,,,,,,0,0,0,0
council,management-occupations,anon-502,utility_opencode_claude46,opencode,claude-4.6,utility,0.4445,0.0,3,0,18,18,10,421.23,235.77,3,3,,,,,,,0,0,0,0
council,management-occupations,anon-502,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.4445,0.0,3,0,18,17,9,289.57,148.3,3,3,,,,,,,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_cc_claude4,cc,claude-4,utility,0.3016,0.0,3,0,20,19,13,351.33,275.32,3,3,,,,,,,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0556,0.0,3,0,20,13,19,1199.27,999.68,3,3,100.0,0.0,0,0,0,L,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_codex_gpt51,codex,gpt-5.1,utility,0.4444,0.25,3,0,20,20,11,115.24,106.21,3,3,,,,,,,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_codex_gpt54,codex,gpt-5.4,utility,0.4365,0.1631,3,0,20,19,10,600.19,602.02,3,3,,,,,,,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_opencode_claude46,opencode,claude-4.6,utility,0.1905,0.0,3,0,20,20,16,729.57,624.48,3,3,,,,,,,0,0,0,0
crane-operator,construction-and-extraction-occupations,anon-458,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1905,0.0,3,0,20,18,14,478.99,318.27,3,3,,,,,,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_cc_claude4,cc,claude-4,utility,0.0,0.017,2,1,19,11,11,146.09,151.75,2,2,,,,,,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,,,0,3,19,12,13,123.28,147.04,0,0,100.0,0.0,0,0,0,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.259,3,0,19,15,15,82.25,54.23,3,3,,,,,,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_codex_gpt54,codex,gpt-5.4,utility,0.1667,0.2415,3,0,19,15,13,251.07,159.97,3,3,,,,,,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_opencode_claude46,opencode,claude-4.6,utility,0.2063,0.2591,3,0,19,15,12,121.96,148.37,3,3,,,,,,,0,0,0,0
create-prompt,office-and-administrative-support-occupations,anon-880,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,,3,0,19,0,15,47.74,115.91,3,3,,,,,,,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_cc_claude4,cc,claude-4,utility,0.3333,0.0,3,0,18,18,12,191.82,153.92,3,3,,,,,,,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.6667,0.0,3,0,18,18,6,269.74,132.77,3,3,100.0,0.0,0,0,0,L,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_codex_gpt51,codex,gpt-5.1,utility,0.1667,0.0,3,0,18,6,9,47.12,49.26,3,3,,,,,,,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_codex_gpt54,codex,gpt-5.4,utility,0.2778,0.1667,3,0,18,16,11,214.55,164.22,3,3,,,,,,,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_opencode_claude46,opencode,claude-4.6,utility,0.6111,0.1617,3,0,18,18,7,128.36,113.78,3,3,,,,,,,0,0,0,0
crosspost,arts-design-entertainment-sports-and-media-occupations,anon-502,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.5556,0.0079,3,0,18,17,7,179.88,115.34,3,3,,,,,,,0,0,0,0
csi-specification-writer,construction-and-extraction-occupations,anon-120,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,0,0,0,0
csi-specification-writer,construction-and-extraction-occupations,anon-120,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,0,0,0,0
csi-specification-writer,construction-and-extraction-occupations,anon-120,utility_cc_claude4,cc,claude-4,utility,0.0556,0.0,3,0,19,19,18,1312.96,957.64,3,3,,,,,,,0,0,0,0
csi-specification-writer,construction-and-extraction-occupations,anon-120,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0783,3,0,19,14,17,1624.94,1643.28,3,3,98.2,1.8,0,0,1,L,0,0,0,0
csi-specification-writer,construction-and-extraction-occupations,anon-120,utility_codex_gpt51,codex,gpt-5.1,utility,0.1111,0.1986,3,0,19,12,15,531.82,171.71,3,3,,,,,,,0,0,0,0
