skill_name,category,owner,run_id,harness,model,axis,pass_rate_gain,efficiency_score,valid_scenarios,invalid_scenarios,total_items,wi_passed,wo_passed,wi_time_s,wo_time_s,wi_skill_matched,wo_skill_matched,security_score,total_deduction,findings_H,findings_M,findings_L,overall_severity,dynamic_total,dynamic_passed,dynamic_failed,dynamic_error
last-mile-delivery-optimizer,transportation-and-material-moving-occupations,anon-120,utility_codex_gpt51,codex,gpt-5.1,utility,0.3175,0.2165,3,0,19,11,6,122.14,139.0,3,3,,,,,,,0,0,0,0
last-mile-delivery-optimizer,transportation-and-material-moving-occupations,anon-120,utility_codex_gpt54,codex,gpt-5.4,utility,0.3889,0.6633,3,0,19,16,9,732.64,1221.18,3,3,,,,,,,0,0,0,0
last-mile-delivery-optimizer,transportation-and-material-moving-occupations,anon-120,utility_opencode_claude46,opencode,claude-4.6,utility,0.1032,0.2345,3,0,19,19,17,860.11,870.26,3,3,,,,,,,0,0,0,0
last-mile-delivery-optimizer,transportation-and-material-moving-occupations,anon-120,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0556,0.1704,3,0,19,15,14,833.52,964.11,3,3,,,,,,,0,0,0,0
launch-strategy,management-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
launch-strategy,management-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.0476,0.0,3,0,21,21,20,374.09,306.45,3,3,,,,,,,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0,3,0,21,21,21,568.19,445.89,3,3,100.0,0.0,0,0,0,L,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.6667,0.0568,3,0,21,21,7,183.66,140.79,3,3,,,,,,,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.1263,3,0,21,21,21,543.32,471.15,3,3,,,,,,,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0741,3,0,21,21,21,485.54,499.13,3,3,,,,,,,0,0,0,0
launch-strategy,management-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0705,3,0,21,21,21,376.46,361.65,3,3,,,,,,,0,0,0,0
lead-magnets,management-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
lead-magnets,management-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.1905,0.078,3,0,21,21,17,359.51,353.04,3,3,,,,,,,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0,3,0,21,21,21,590.31,473.69,3,3,100.0,0.0,0,0,0,L,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.14,3,0,21,21,21,197.44,163.81,3,3,,,,,,,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.1429,0.1039,3,0,21,21,18,433.44,397.99,3,3,,,,,,,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.1,3,0,21,21,21,588.67,599.34,3,3,,,,,,,0,0,0,0
lead-magnets,management-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1905,0.0,3,0,21,21,17,452.79,296.08,3,3,,,,,,,0,0,0,0
legal-advisor,legal-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
legal-advisor,legal-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.1111,0.0,3,0,18,18,16,517.97,417.66,3,3,,,,,,,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0556,0.1592,3,0,18,18,17,771.09,775.26,3,3,100.0,0.0,0,0,0,L,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.0556,0.4111,3,0,18,18,17,213.56,223.92,3,3,,,,,,,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.0556,0.4681,3,0,18,18,17,782.44,925.26,3,3,,,,,,,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.1555,3,0,18,18,18,982.03,1086.65,3,3,,,,,,,0,0,0,0
legal-advisor,legal-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0362,3,0,18,18,18,453.25,436.58,3,3,,,,,,,0,0,0,0
leiloeiro-edital,legal-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.4,1.6,0,0,2,L,1,1,0,0
leiloeiro-edital,legal-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.5,1.5,0,0,2,L,1,1,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.381,0.0,3,0,21,18,10,333.38,258.79,3,3,,,,,,,0,0,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1429,0.107,2,1,21,21,17,720.2,610.72,3,3,98.5,1.5,0,0,2,L,1,1,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.4762,0.0,3,0,21,21,11,179.95,134.54,3,3,,,,,,,0,0,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.3333,0.0,3,0,21,21,14,799.94,676.39,3,3,,,,,,,0,0,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.3333,0.0333,3,0,21,21,14,617.16,518.05,3,3,,,,,,,0,0,0,0
leiloeiro-edital,legal-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.2857,0.0,3,0,21,20,14,416.2,330.49,3,3,,,,,,,0,0,0,0
leiloeiro-ia,legal-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,1,1,0,0
leiloeiro-ia,legal-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,1,1,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.7222,0.0,3,0,18,18,5,320.44,211.66,3,3,,,,,,,0,0,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0903,3,0,18,18,18,1024.79,700.35,3,3,98.0,2.0,0,0,1,L,1,1,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.2155,3,0,18,18,18,131.21,155.47,3,3,,,,,,,0,0,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.4445,0.0632,3,0,18,18,10,722.25,628.84,3,3,,,,,,,0,0,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.1111,0.0,3,0,18,18,16,529.04,464.01,3,3,,,,,,,0,0,0,0
leiloeiro-ia,legal-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.3889,0.0,3,0,18,18,11,660.17,468.08,3,3,,,,,,,0,0,0,0
leiloeiro-juridico,legal-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,95.3,4.73,0,1,1,M,2,1,1,0
leiloeiro-juridico,legal-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,95.3,4.73,0,1,1,M,2,1,1,0
leiloeiro-juridico,legal-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.3333,0.0,3,0,21,21,14,403.61,238.74,3,3,,,,,,,0,0,0,0
leiloeiro-juridico,legal-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0665,3,0,21,21,21,603.49,622.19,3,3,95.3,4.73,0,1,1,M,2,1,1,0
leiloeiro-juridico,legal-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.0476,0.4093,3,0,21,20,19,109.77,127.85,3,3,,,,,,,0,0,0,0
leiloeiro-juridico,legal-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.1429,0.2278,3,0,21,21,18,916.48,885.64,3,3,,,,,,,0,0,0,0
leiloeiro-juridico,legal-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.0952,0.037,3,0,21,21,19,539.33,479.54,3,3,,,,,,,0,0,0,0
leiloeiro-juridico,legal-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.2381,0.0,3,0,21,21,16,529.79,342.36,3,3,,,,,,,0,0,0,0
lex,legal-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
lex,legal-occupations,anon-276,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
lex,legal-occupations,anon-276,utility_cc_claude4,cc,claude-4,utility,0.2222,0.0,3,0,18,18,14,435.86,327.89,3,3,,,,,,,0,0,0,0
lex,legal-occupations,anon-276,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1667,0.119,3,0,18,18,15,681.59,744.81,3,3,100.0,0.0,0,0,0,,0,0,0,0
lex,legal-occupations,anon-276,utility_codex_gpt51,codex,gpt-5.1,utility,0.6667,0.0,3,0,18,18,6,174.11,143.0,3,3,,,,,,,0,0,0,0
lex,legal-occupations,anon-276,utility_codex_gpt54,codex,gpt-5.4,utility,0.1111,0.0737,3,0,18,18,16,1068.42,972.96,3,3,,,,,,,0,0,0,0
lex,legal-occupations,anon-276,utility_opencode_claude46,opencode,claude-4.6,utility,0.2222,0.2453,3,0,18,18,14,745.09,1184.42,3,3,,,,,,,0,0,0,0
lex,legal-occupations,anon-276,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.3029,2,1,18,12,12,847.19,746.71,3,3,,,,,,,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.8,1.2,0,0,1,L,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.8,1.2,0,0,1,L,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.0,0.0,3,0,17,17,17,341.52,271.51,3,3,,,,,,,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0392,3,0,17,17,17,561.23,519.68,3,3,98.8,1.2,0,0,1,L,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.5308,3,0,17,17,17,148.35,191.34,3,3,,,,,,,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.2623,3,0,17,17,17,606.38,514.66,3,3,,,,,,,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.1241,3,0,17,17,17,532.65,605.94,3,3,,,,,,,0,0,0,0
lidar,architecture-and-engineering-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0,3,0,17,16,16,353.71,272.38,3,3,,,,,,,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_cc_claude4,cc,claude-4,utility,0.2222,0.1462,3,0,19,19,15,519.43,392.1,3,3,,,,,,,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.2222,0.0,3,0,19,19,15,1222.02,578.85,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_codex_gpt51,codex,gpt-5.1,utility,0.3333,0.6138,3,0,19,19,13,180.21,174.13,3,3,,,,,,,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_codex_gpt54,codex,gpt-5.4,utility,0.4166,0.2371,2,1,19,12,7,1272.3,1270.57,3,3,,,,,,,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_opencode_claude46,opencode,claude-4.6,utility,0.2778,0.0316,3,0,19,19,14,667.21,671.21,3,3,,,,,,,0,0,0,0
literature-search,life-physical-and-social-science-occupations,anon-765,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.4166,0.4401,2,1,19,12,7,1500.19,703.84,3,3,,,,,,,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_cc_claude4,cc,claude-4,utility,0.1111,0.0,3,0,18,15,13,229.63,186.31,3,3,,,,,,,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.0436,3,0,18,16,17,298.44,286.26,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_codex_gpt51,codex,gpt-5.1,utility,0.3889,0.1316,3,0,18,11,4,118.14,144.28,3,3,,,,,,,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_codex_gpt54,codex,gpt-5.4,utility,0.1667,0.2483,3,0,18,16,13,536.24,442.41,3,3,,,,,,,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0,3,0,18,16,17,305.38,233.5,3,3,,,,,,,0,0,0,0
locksmith,installation-maintenance-and-repair-occupations,anon-458,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0556,0.0056,3,0,18,14,13,260.25,207.51,3,3,,,,,,,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.8,1.2,0,0,1,L,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,98.8,1.2,0,0,1,L,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_cc_claude4,cc,claude-4,utility,0.5952,0.0,3,0,22,22,9,330.26,224.75,3,3,,,,,,,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0952,0.0792,3,0,22,22,20,558.18,576.66,3,3,98.8,1.2,0,0,1,L,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_codex_gpt51,codex,gpt-5.1,utility,0.5357,0.0,3,0,22,22,10,174.1,138.62,3,3,,,,,,,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_codex_gpt54,codex,gpt-5.4,utility,0.2738,0.1863,3,0,22,22,16,560.9,484.69,3,3,,,,,,,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_opencode_claude46,opencode,claude-4.6,utility,0.1369,0.2145,3,0,22,22,19,602.32,730.44,3,3,,,,,,,0,0,0,0
logistics-exception-management,business-and-financial-operations-occupations,anon-502,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.3631,0.0,3,0,22,22,14,383.91,311.38,3,3,,,,,,,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,N/A,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.1111,0.0,3,0,18,17,15,361.12,220.29,3,3,,,,,,,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1111,0.0,3,0,18,18,16,254.68,201.11,3,3,100.0,0.0,0,0,0,N/A,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.1111,0.2529,3,0,18,18,16,97.35,106.67,3,3,,,,,,,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.0556,0.0036,3,0,18,18,17,243.86,211.46,3,3,,,,,,,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.2222,0.0,3,0,18,18,14,222.02,189.87,3,3,,,,,,,0,0,0,0
love-chat,personal-care-and-service-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1667,0.0,3,0,18,18,15,416.59,187.88,3,3,,,,,,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_cc_claude4,cc,claude-4,utility,0.2857,0.0268,3,0,20,19,13,985.75,844.33,3,3,,,,,,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.4444,0.0,3,0,20,13,4,1800.22,1800.22,3,3,100.0,0.0,0,0,0,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_codex_gpt51,codex,gpt-5.1,utility,0.6667,0.5952,3,0,20,19,5,181.75,164.33,3,3,,,,,,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_codex_gpt54,codex,gpt-5.4,utility,0.2381,0.1667,3,0,20,20,15,1008.12,932.67,3,3,,,,,,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_opencode_claude46,opencode,claude-4.6,utility,0.0953,0.0185,3,0,20,20,18,1574.95,1331.01,3,3,,,,,,,0,0,0,0
maintenance-scheduler,installation-maintenance-and-repair-occupations,anon-120,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.2381,0.475,3,0,20,19,14,912.58,899.7,3,3,,,,,,,0,0,0,0
manufacturing-shift-handoff,production-occupations,anon-188,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,72.9,27.06,2,0,1,H,3,1,2,0
manufacturing-shift-handoff,production-occupations,anon-188,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,71.4,28.62,2,0,1,H,3,0,3,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_cc_claude4,cc,claude-4,utility,0.0556,0.0,3,0,19,17,17,291.37,150.99,3,3,,,,,,,0,0,0,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.1111,0.0,3,0,19,19,17,280.47,202.22,3,3,85.0,15.0,2,0,1,H,3,3,0,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_codex_gpt51,codex,gpt-5.1,utility,0.0,0.5146,3,0,19,9,18,46.47,134.77,3,3,,,,,,,0,0,0,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_codex_gpt54,codex,gpt-5.4,utility,0.1588,0.0,3,0,19,19,16,182.85,158.17,3,3,,,,,,,0,0,0,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_opencode_claude46,opencode,claude-4.6,utility,0.1667,0.025,3,0,19,19,16,296.95,276.21,3,3,,,,,,,0,0,0,0
manufacturing-shift-handoff,production-occupations,anon-188,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1111,0.0326,3,0,19,18,17,235.2,134.29,3,3,,,,,,,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_cc_claude4,cc,claude-4,utility,0.0,0.24,3,0,20,18,19,349.86,521.04,3,3,,,,,,,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0476,0.0,3,0,20,20,19,723.72,475.5,3,3,100.0,0.0,0,0,0,L,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_codex_gpt51,codex,gpt-5.1,utility,0.0556,0.2579,3,0,20,19,19,178.31,109.26,3,3,,,,,,,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_codex_gpt54,codex,gpt-5.4,utility,0.1111,0.2345,3,0,20,20,18,773.44,614.39,3,3,,,,,,,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.0,2,1,20,14,14,632.0,561.69,3,3,,,,,,,0,0,0,0
market-sizing-analysis,management-occupations,anon-118,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0262,2,1,20,7,14,781.08,575.93,3,3,,,,,,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_cc_claude4,cc,claude-4,utility,0.0476,0.0178,3,0,21,21,20,273.07,229.5,3,3,,,,,,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0,0.001,3,0,21,21,21,441.19,348.2,3,3,100.0,0.0,0,0,0,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_codex_gpt51,codex,gpt-5.1,utility,0.0476,0.3791,3,0,21,20,20,128.4,136.23,3,3,,,,,,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_codex_gpt54,codex,gpt-5.4,utility,0.0,0.4775,3,0,21,21,21,414.29,401.93,3,3,,,,,,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_opencode_claude46,opencode,claude-4.6,utility,0.0,0.2282,3,0,21,21,21,385.09,402.72,3,3,,,,,,,0,0,0,0
meeting-briefinging,legal-occupations,anon-587,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.0,0.0,3,0,21,21,21,532.81,337.0,3,3,,,,,,,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,100.0,0.0,0,0,0,L,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_cc_claude4,cc,claude-4,utility,0.1111,0.0,3,0,16,16,14,162.11,124.41,3,3,,,,,,,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.0556,0.0,3,0,16,16,15,156.33,125.98,3,3,100.0,0.0,0,0,0,L,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_codex_gpt51,codex,gpt-5.1,utility,0.2444,0.3441,3,0,16,16,12,50.91,77.23,3,3,,,,,,,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_codex_gpt54,codex,gpt-5.4,utility,0.1111,0.1679,3,0,16,16,14,168.51,150.03,3,3,,,,,,,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_opencode_claude46,opencode,claude-4.6,utility,0.0556,0.0051,3,0,16,16,15,134.37,128.26,3,3,,,,,,,0,0,0,0
meeting-notes,office-and-administrative-support-occupations,anon-240,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.1111,0.0711,3,0,16,16,14,217.5,115.82,3,3,,,,,,,0,0,0,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,57.4,42.61,3,0,3,H,5,1,4,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,security_codex_gpt54,codex,gpt-5.4,security,,,,,,,,,,,,62.4,37.57,3,0,3,H,5,2,3,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_cc_claude4,cc,claude-4,utility,0.6444,0.25,3,0,17,15,4,218.94,166.28,3,3,,,,,,,0,0,0,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_cc_claude46_security_cc_claude46,cc,claude-4.6,both,0.6666,0.0,2,1,17,17,6,197.91,110.69,3,3,68.2,31.81,3,0,3,H,5,3,2,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_codex_gpt51,codex,gpt-5.1,utility,0.7555,0.0222,3,0,17,14,1,123.45,57.97,3,3,,,,,,,0,0,0,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_codex_gpt54,codex,gpt-5.4,utility,0.7,0.4343,3,0,17,17,5,296.87,267.28,3,3,,,,,,,0,0,0,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_opencode_claude46,opencode,claude-4.6,utility,0.6333,0.0,3,0,17,16,5,232.4,172.07,3,3,,,,,,,0,0,0,0
memento-flashcards,educational-instruction-and-library-occupations,anon-534,utility_opencode_gpt54,opencode,gpt-5.4,utility,0.6333,0.25,3,0,17,15,4,297.94,179.43,3,3,,,,,,,0,0,0,0
mental-health-analyzer,community-and-social-service-occupations,anon-276,security_codex_gpt51,codex,gpt-5.1,security,,,,,,,,,,,,98.2,1.8,0,0,1,L,0,0,0,0
